strain	row_ID	col_ID	OD	limit_check	format_check	target_OD
receiver	G	8	0.15059999999999998	TRUE	TRUE	0.0438957475994513
receiver	G	9	0.0827	TRUE	TRUE	0.0438957475994513
receiver	G	10	0.0887	TRUE	TRUE	0.0438957475994513
receiver	G	11	0.9905999999999999	TRUE	TRUE	0
receiver	G	12	1.0385	TRUE	TRUE	0
receiver	H	1	1.0057	TRUE	TRUE	0.029263831732967534
receiver	H	2	0.9653	TRUE	TRUE	0.029263831732967534
receiver	H	3	0.2236	TRUE	TRUE	0.029263831732967534
receiver	H	4	1.1241999999999999	TRUE	TRUE	0.029263831732967534
receiver	H	5	1.1207	TRUE	TRUE	0.029263831732967534
receiver	H	6	0.1227	TRUE	TRUE	0.029263831732967534
receiver	H	7	0.0827	TRUE	TRUE	0.029263831732967534
receiver	H	8	0.1419	TRUE	TRUE	0.029263831732967534
receiver	H	9	0.0794	TRUE	TRUE	0.029263831732967534
receiver	H	10	0.11079999999999998	TRUE	TRUE	0.029263831732967534
receiver	H	11	1.2171	TRUE	TRUE	0
receiver	H	12	1.2374	TRUE	TRUE	0
